country,iso3c,indicator_name,indicator_code,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Monaco,MCO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,15.77546549,16.71917824,17.86394108,19.25153124,21.43939895,24.36734761,26.99840205,29.37458501,32.06792543,35.30610457,39.28280079,43.77719152,49.02523705,53.69107223,57.59858878,60.78195918,63.99065411,65.76830673,67.79073728,70.03128247,71.88146159,73.70864516,75.28118232,76.45019067,77.47829859,78.49165791,79.75101233,80.55916322,81.2849308,81.32335522,82.46072442,83.82037389,85.81464731,87.42906424,87.21813848,89.00974454,90.94100075,93.26517294,95.47613906,95.58705341,96.60932019,97.52519397,98.65801439,99.42592406,100,101.1379724,101.6656514,102.1972498,103.2125038,104.5309033,107.4986336,109.0293454,112.2436622,
Moldova,MDA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,7.711498891,9.859303815,11.09200664,12.14150238,16.9715943,21.60971921,24.2221724,26.60258267,30.55731529,32.9979546,36.08133102,40.92277498,47.43306261,51.81789294,52.94202601,70.57433183,76.35493321,82.02369297,85.24218065,89.62636264,100.0000001,103.550874,110.0253577,113.5583073,119.6356208,126.3053179,134.3657805,160.2354978,
Madagascar,MDG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.623720613,0.666785795,0.690711192,0.711600612,0.796287317,0.977876141,1.023748762,1.125377269,1.222091151,1.305130627,1.452956545,2.146901783,2.800780498,3.694414743,4.41368133,4.842711937,5.354395318,6.130371655,7.078178152,8.942397367,9.748714413,10.90478577,11.83607442,13.56026913,14.9149287,20.73057717,30.89604769,37.00135894,38.66345015,41.06443863,44.01661982,49.1094981,52.99746998,61.7412711,60.68919687,69.1588609,81.85907285,90.67172362,100,107.4863003,114.934197,126.6787951,139.8358918,147.4795662,155.5205982,165.9898884,176.7854005,192.6255151,202.1827066,218.9598141,233.2405716,243.2959112,259.4525684,281.0673128,
Maldives,MDV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4152469,21.36584811,22.24193633,21.98882689,22.59424671,23.053455,34.78601009,34.95908274,36.04678804,39.72210437,42.42905883,46.477775,51.46252282,57.41424717,64.54074694,66.66760858,75.08692614,80.2958659,85.71310658,89.29865434,95.83839592,96.04816333,98.10703545,101.3271193,100,96.63467527,99.27479475,102.4454954,
Middle East & North Africa,MEA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.007817981,0.008027713,0.008538167,0.009096496,0.010314277,0.012700264,0.014679294,0.017521726,0.022855732,0.026513192,0.031729212,0.044866735,0.056117315,0.090394398,0.170718753,0.271894593,0.432718929,0.739304693,1.789304687,3.588915524,4.572077414,5.857101486,7.246011045,8.31942683,11.88576739,12.87949209,17.87792372,22.65075261,26.66756712,30.85865675,35.58591948,39.39288853,41.94279382,44.25062227,46.14440167,49.89014722,52.82617378,56.05234975,59.48712124,63.24098562,66.55701559,69.46753021,73.40608466,76.74034681,78.04791238,81.45733311,84.08468149,89.19500187,95.0529683,100,104.2875805,109.3364892,114.1549968,121.8261256,
Marshall Islands,MHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,38.91645269,41.78786077,43.25484678,45.03137654,46.69113326,47.83687789,49.20509234,51.23394185,53.67115432,56.34927888,59.19173194,60.97574041,62.82558149,64.47454064,66.28442264,68.13770383,72.73209859,74.37549226,76.69400764,76.34528807,76.09917974,78.6785126,79.76452805,79.59086673,80.97862102,83.782154,85.05812523,89.70313291,89.26313884,90.10020206,96.62894605,102.6406874,102.1552138,103.1871347,99.87685444,107.2477201,109.5609364,106.9730831,102.4842433,109.4669143,115.9225607,117.1590075,
Middle income,MIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,0.173443614,0.336344148,4.613511726,25.01120447,62.99964901,73.7673073,75.88060856,78.86217684,79.95970881,82.14905915,88.86752396,93.06114774,93.93961411,95.49116678,95.33261129,100,103.2526242,107.9945552,113.9247458,114.2609122,116.5933008,120.9331044,122.1460614,127.6222274,129.46888,132.0626865,136.6389925,140.474486,145.9897324,147.2571696,151.5425688,156.5459111,166.9868152,
Mali,MLI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.54434043,13.30073213,14.19127468,15.10977857,15.70770768,16.46451247,20.249562,22.46614743,24.27780552,26.35650793,29.3667493,33.62541339,37.25981867,42.16086332,46.72157266,51.04425156,49.26664044,49.19850462,48.26051918,46.20803233,47.78621152,51.41897316,48.42841621,48.7862135,50.36449344,70.28987158,81.40198605,80.05712822,84.52447435,85.994841,100,99.38027208,104.029641,107.6840793,99.5062442,103.0870999,110.8203953,115.9700788,121.2525693,130.075352,136.1055571,142.0465643,159.3519412,166.6907476,167.7786244,169.907137,174.8064252,177.1682738,180.5951923,183.228205,186.7655026,187.7597304,194.0665309,205.1938882,
Malta,MLT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,28.45425436,28.63442468,28.28414415,30.74112498,31.77516917,33.47934889,35.16225728,36.89242528,38.42529892,40.81015822,45.86758487,49.43623869,51.1376815,50.981464,50.89140649,51.2153372,53.01694214,54.63473817,55.65070463,56.84554661,58.63677812,60.6016226,62.75565784,64.5470218,66.84602152,67.78759977,69.08350313,72.96257439,74.27851769,76.45962584,68.72337144,71.75855624,73.71450976,75.09413926,76.68100833,78.16668713,79.85518468,81.6790775,84.31738395,86.02131578,88.74448801,89.74188876,91.66783672,93.75435372,95.95076432,100,101.9970175,104.1764738,105.9816414,108.4165774,110.2505172,112.4313626,118.360514,
Myanmar,MMR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.225306208,0.222087462,0.216958501,0.218597592,0.240467914,0.376382532,0.438473108,0.482884802,0.492164879,0.496089187,0.52395278,0.53042456,0.553896821,0.572587895,0.58379538,0.598494698,0.607874612,0.647717812,0.785282851,0.983139743,1.550258773,1.837670477,2.274095985,2.768608741,3.772213585,4.605124022,5.50776718,6.776618663,9.066724385,12.31490013,15.10305387,15.47485693,19.3195023,27.33882061,32.94233274,34.12862834,40.66887824,49.33155216,60.99545903,69.30222195,72.68319963,77.80243139,85.78074137,88.46576174,92.33885546,96.19264655,100.1718446,103.5313899,109.6122118,115.4667037,121.7283857,128.2336842,153.2613203,162.7079142,
Middle East & North Africa (excluding high income),MNA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.13501587,56.6585288,58.40086686,63.26027112,66.98359776,69.88705752,76.95051484,89.29456007,96.10695439,98.42112565,100,101.2027035,101.3818495,103.4773829,104.5496448,106.8702004,112.3217229,116.6179977,120.3802184,122.8144854,122.5988159,128.3931334,144.2565187,
Mongolia,MNG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,0.14157799,0.144383246,0.145688832,0.141190553,0.139146027,0.126383053,0.127406489,0.128592627,0.137784093,0.169809146,0.328274959,0.898457975,3.763615528,6.184350015,9.911807766,10.9830336,13.36329138,13.10513972,14.53120918,16.27490943,17.97540061,19.12037743,21.07764912,24.59581923,29.5391949,36.03391021,40.22413783,48.85171411,49.74409017,69.23292333,79.70043281,89.88963809,92.50349244,99.39392643,100,102.9931268,114.1168442,123.2012478,135.487139,140.5092703,160.7707991,189.2508838,
Northern Mariana Islands,MNP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.12628689,84.74692202,85.39167255,85.7720291,85.9375,87.25581395,98.22175732,100.8883249,100,98.51351351,100,100.7832898,104.2606516,110.3030303,115.3846154,118.8118812,122.7358491,125.6382979,129.8033283,,,
Mozambique,MOZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,3.460686616,4.769178109,6.817840412,10.24319528,15.51432912,23.08810833,25.52276059,27.0945703,29.51622583,32.94469864,37.81460742,41.53249327,43.04433721,45.53844001,48.87688489,52.52375768,56.42957053,59.33727574,60.21034853,64.81356694,66.33562431,68.44193599,70.22227245,70.98479567,75.99628699,85.23811283,92.03842005,95.53138109,100.0000089,103.1716722,107.8665734,114.7710208,
Mauritania,MRT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.489167681,2.492357764,2.648677099,2.837321668,3.305840554,3.725165571,4.284103025,4.542461898,4.832568239,4.952860487,5.558838914,5.922801058,6.353098658,6.99386951,7.501330608,8.319921313,9.172291077,9.838222493,10.86750991,11.45252914,12.36599716,12.69276586,17.94923426,18.979869,21.24091892,23.59708939,24.26769981,24.71836641,27.70361918,32.81538378,34.38216061,36.56597337,38.69653331,41.29492467,43.1472001,47.86644257,54.84788727,62.57653755,68.14308705,75.44551635,75.17472114,91.97113593,108.1100153,108.6028209,113.476881,100,95.20609142,105.8788178,107.555873,112.4544593,118.4460833,126.0750455,135.4863876,138.5094766,
Mauritius,MUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,5.809241607,6.307640228,6.985825128,8.238835319,10.42785845,11.56073051,12.58561675,13.64742791,14.66602747,15.868572,17.14163785,19.35547992,21.46260604,23.83369991,26.35617069,28.61338668,30.14574777,32.92525146,35.08364339,36.97928338,39.56858857,41.59480473,44.491292,47.41522073,49.03204625,52.0877295,55.32721343,58.4383692,62.43873841,64.90388204,72.07129547,78.05920593,82.49819319,81.95848932,82.88168525,85.50195972,87.61003067,91.23212012,93.21030987,94.51481681,96.76864742,98.35227183,100.0000551,99.534212,102.0952675,105.3186197,115.5778258,
Malawi,MWI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,0.08103369,0.094327866,0.103443012,0.115059431,0.129754884,0.141343073,0.16043751,0.187268865,0.245494137,0.300753606,0.332816603,0.3684024,0.417313069,0.534889607,0.67488028,1.196020167,1.822083957,2.20171241,2.632113717,3.676819912,4.799498401,6.029248437,12.82382851,14.15059421,16.25148003,17.99708998,21.59061565,22.47577149,25.16492282,27.15290717,30.44580052,34.70524039,40.82716306,51.86939638,62.74603602,75.17895553,90.43478261,100,106.129094,114.3311197,124.6908562,136.3903704,166.2470897,
Malaysia,MYS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,16.12099437,16.03886802,15.96370123,16.01859132,18.88177351,21.28150259,20.62654768,23.25151542,24.84776008,27.29287431,30.58425213,32.68694354,33.03343139,33.87877531,35.88114212,37.60084776,36.9970074,33.77185993,36.36105209,37.67733172,39.35838257,40.85707695,42.32168006,43.34342803,45.07151807,46.84613451,48.54825112,50.33477986,52.08761285,56.51439322,56.54008061,61.54682736,60.57323415,62.4684999,64.52929378,68.40704141,74.46967461,77.43426147,81.21407816,89.65132785,84.27923959,90.40368209,95.29669829,96.24960076,96.41753175,98.79660232,100,101.65826,105.4998859,106.158917,106.2351676,105.3661558,111.3799456,118.559222,
North America,NAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,4.210558154,4.364905686,5.106036455,5.786410804,6.523296088,8.084702602,8.899877739,9.736461616,11.6986119,13.46190307,14.32189802,15.1793356,16.73796332,18.47234215,22.25161584,23.73835929,27.34093551,29.28574296,31.70754353,33.85898157,37.67865617,41.90008402,46.09160153,46.67747551,47.62981401,50.29616986,55.02732223,60.13739836,66.7293066,71.36392672,74.0228742,76.84675533,85.49993703,88.9539557,96.27921771,99.99999966,107.9686716,118.6781255,123.933768,125.0817896,130.8749913,133.4543613,142.4822583,
New Caledonia,NCL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,24.27736648,27.02523634,29.05561108,31.31151383,33.36710764,37.58079643,40.25362685,42.88697135,45.40324323,38.36078998,51.80914438,58.33651238,66.35448664,72.88607156,78.54863853,85.49208069,90.32288283,98.83391835,100.5169462,103.0894163,104.8609378,100,103.6304091,106.5752909,109.4691116,112.634623,114.1343879,115.7576963,118.1405178,133.2993796,141.4506592,149.8835521,,,,,,,,,,,,,,,,,100,99.22557219,101.6407991,102.0779816,107.0059422,111.1210857,
Niger,NER,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.274187303,8.864686578,8.917859886,9.217604974,12.52096455,13.47847514,12.61682284,14.18337225,16.41694063,18.25750155,19.0948855,23.12291752,25.78205104,28.36026089,30.57235687,34.15467077,32.13948362,30.78953574,31.308205,29.64887083,30.06395098,41.89710833,40.79071326,38.668806,37.17278201,45.43048043,47.36103113,50.66144849,54.20353552,57.49811459,57.71646175,59.55091813,62.53592037,64.14453306,64.02363255,64.2713669,69.78898947,70.83317065,75.81746079,83.49709913,86.99567768,90.0188149,93.59400682,98.56229433,98.19842789,97.8000596,100,101.7927215,102.1676004,104.6233889,104.5978789,105.814331,109.1143054,113.2414092,
Nigeria,NGA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.041407744,0.062641006,0.063485428,0.065321978,0.068814638,0.099056171,0.122335155,0.139894146,0.15488206,0.176433504,0.196703532,0.221133446,0.705421981,0.809842436,0.968320097,1.023065662,1.09394129,1.153183162,1.380008242,1.658454246,2.138903024,2.281545223,2.711933788,3.979826709,5.63698909,8.077606058,14.16825456,17.92157961,18.82757746,19.95899141,22.63959805,27.77284106,30.57136507,37.02468981,40.65471028,49.7484947,59.62779691,73.85760163,79.10129266,85.36721233,85.95291582,100,109.7784581,120.6988203,126.6912098,132.5983432,136.3955157,149.4126537,166.0257243,183.0076407,202.0125801,217.8688345,239.9411995,267.0817522,
Nicaragua,NIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.36954E-09,1.40294E-09,1.44547E-09,1.50691E-09,1.75803E-09,2.14113E-09,2.24244E-09,2.47642E-09,2.76994E-09,2.8744E-09,3.78439E-09,5.18381E-09,5.79141E-09,6.76122E-09,7.50509E-09,1.04292E-08,2.78657E-08,1.06297E-07,6.62314E-07,9.08141E-05,0.004369222,0.22353411,10.33539438,12.7812977,15.38761201,35.96158751,40.7778092,44.69525702,49.06555618,55.94871173,61.11067002,66.34554957,71.14996878,73.46118926,77.37746197,84.3808205,92.70675548,100.0008415,109.674061,127.4393973,135.1341398,143.4279536,158.0772421,167.9463911,175.2518766,189.9606408,204.3748384,213.7558672,222.5720318,228.4866073,240.8145973,253.7592232,262.7805272,286.2104952,
Netherlands,NLD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,23.63831354,24.97267187,27.16777738,29.38510814,31.87725944,35.98804034,38.90141182,42.39990729,44.66603514,47.04891847,49.29365072,52.3623636,55.70836702,58.28412965,59.09373863,60.45709525,60.98058315,61.10967927,60.46947319,60.965104,61.78695536,62.75067821,64.70664793,66.32155812,67.38105074,68.77094227,70.1908033,70.92095219,72.79524536,74.30992055,75.26359177,77.83788495,81.0952875,84.15301883,85.97937439,87.01460096,88.7450951,91.01795139,92.9040306,95.04669994,95.25646954,96.15227446,96.33847535,97.73163525,98.98258753,99.23319732,100,100.4546673,101.7211065,104.2001421,107.3602551,109.4307749,112.6310931,118.8654763,
Norway,NOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,9.678385502,10.95350415,11.65267889,12.29561425,13.36343487,14.88313033,16.20551943,17.47612526,18.90387825,20.08735459,21.23285617,24.01998703,27.11355644,29.9631838,32.04926808,34.03954745,35.8088968,35.61166158,38.18327036,40.04220783,42.28948385,43.90137806,44.87238903,44.58531353,45.60761925,45.53647239,46.9305576,48.93050126,50.29356346,49.94523412,53.25311844,61.41858415,62.47046355,61.52078337,63.28078426,66.98284039,72.85254946,79.21417122,81.65211567,90.27979097,85.66112741,90.76255708,96.81895191,100.0653778,102.620286,102.8853879,100,98.40190284,102.4176346,109.323612,108.7240076,105.987141,127.4108257,163.1718383,
Nepal,NPL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.531577034,2.710010959,2.79597728,3.145549465,3.038685537,3.671512146,4.682013144,4.707485278,4.539671827,4.965093868,5.460528978,5.876050473,6.342453541,6.935308657,7.787567315,8.284254462,9.230468152,10.55896975,11.89962122,13.30559838,14.80359226,16.38992821,18.4459854,21.8564811,24.21149711,25.37751947,26.97652183,29.08690473,31.20416757,32.48598818,35.37303335,36.95506882,41.02646356,42.6407966,43.9499991,45.78114379,48.58267071,52.15837436,56.12412627,59.27822052,68.70839558,79.11560985,100,107.74115,115.3720797,124.6426488,130.1381998,139.4435167,150.9635209,157.5392782,164.9296914,170.2361432,181.7487235,195.0661176,
Nauru,NRU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.31372549,85.10638298,90.69767442,72.5,63.63636364,96.77419355,88.52459016,98.50746269,111.3636364,100,101.8867925,102,124.0740741,143.5643564,155.0458716,148.3050847,151.2195122,153.5433071,162.0155039,
New Zealand,NZL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,15.56560733,17.58625854,20.08793031,23.08189885,26.85508962,30.10062034,32.42597526,34.95504264,39.72084648,46.4527897,51.78142248,55.8760662,59.02721946,60.45779913,60.99607219,62.2168581,63.13747103,64.34149203,65.26227809,66.16901341,67.20249568,67.90845839,68.30704315,70.2767356,72.9904771,73.20794631,74.72254262,76.78341541,78.3192335,80.42677156,84.68995305,86.98297561,89.3338294,92.13631533,94.42603085,94.26214714,98.18045854,98.58901716,100,102.3481048,105.9478472,107.8044788,111.1465135,113.382052,118.8299085,125.1301565,
OECD members,OED,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.743484503,3.51028409,4.075161232,4.176264945,5.85969603,17.63688699,18.05562795,18.29035487,19.38779374,20.12497271,26.2796469,39.70986925,41.17113689,38.40434975,34.56428944,32.93344308,32.76482271,26.00389828,28.91057517,29.2918967,29.29189662,36.56827451,33.460669,33.88664846,32.06037057,31.91595309,32.47645035,34.88482281,34.10506533,29.36563354,32.60709863,38.28357879,36.53687756,38.25548692,42.21363966,47.70474326,58.42143397,66.38435349,71.87043156,96.12749062,71.9724434,95.04177807,110.1386815,114.1107606,111.5770318,113.5377745,91.79929568,83.41225932,89.49963871,100,97.33383836,86.83767052,97.86233387,121.9818284,
Other small states,OSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.183634329,1.227527669,1.299589564,1.387631236,1.599959262,2.017127869,2.442703501,2.723674492,3.009841871,3.280196273,3.494504618,3.80929691,4.193172696,4.58614207,4.828019038,5.294094484,5.53417864,5.716363848,5.974640929,6.549255644,7.111512386,7.570347106,8.591769849,9.468251326,10.30510775,11.64770006,13.16265636,14.26484587,16.1739836,17.39124358,18.41076805,30.93201332,32.79189108,34.07778527,35.28845246,37.84733918,39.9501683,42.34623484,46.72116182,51.823331,58.23627454,64.40270649,74.97180648,82.40774674,88.49199883,94.87206438,99.08626282,100,104.029746,108.0263469,117.7879693,129.5013918,142.7977427,162.7280436,
Panama,PAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,18.26213049,18.88714055,19.43549836,20.40688864,22.15009115,24.72202235,27.04164878,28.26785556,29.58423174,31.92770418,34.87949002,38.41644634,39.81563694,41.75532933,44.88570835,45.6170147,45.98631418,46.14195458,47.19828357,47.1076963,46.50633914,46.76919547,46.99967235,49.37835374,51.13360841,53.01519502,53.2626207,52.7606824,53.60951685,54.14428203,54.60038639,53.91887427,54.47327573,55.38370711,56.01029858,57.11090349,58.10938561,59.25413164,62.11310805,66.78866919,71.11053733,72.95240972,77.21582071,81.98464665,86.49722131,90.12827893,92.36235068,94.21154534,95.84060197,100,100.3152509,99.76254517,101.6932625,104.1841411,
Peru,PER,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.19816E-07,2.46153E-07,2.62498E-07,2.81213E-07,3.16577E-07,3.64802E-07,4.45758E-07,5.78206E-07,7.84864E-07,1.28512E-06,2.26631E-06,3.12592E-06,5.16811E-06,8.61334E-06,1.78638E-05,3.7242E-05,9.8965E-05,0.000166621,0.000309331,0.002122874,0.056730114,3.608738482,17.25123432,29.19954576,42.74366247,54.15119422,61.50427543,67.46265093,72.37604426,76.26342699,78.50141189,81.26836688,81.63833974,81.72733943,83.20147561,88.42572836,91.52392041,98.53121881,100,101.1032763,103.1897429,109.0826291,116.441111,117.8414143,119.0872742,121.984002,125.2660071,129.1253058,133.7940356,136.8410814,139.4030424,144.870287,157.1139786,164.0028904,
Philippines,PHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.559510082,1.798149173,2.059218257,2.194649582,2.570106709,3.415422109,3.739190597,4.052641325,4.391717908,4.802613761,5.520170726,6.305944535,7.047822955,7.657002101,8.747988436,13.38087506,15.66378813,16.11677492,17.32506981,19.01598955,20.74643346,23.43451531,27.27663213,29.42653913,31.43037521,34.5923434,37.2359954,40.09905823,42.60918539,47.04295677,50.0229586,52.93276086,55.90697979,58.27245544,60.13258874,63.67485435,67.43860714,70.88578999,73.12882178,78.37889798,80.52511487,84.04477452,87.33832601,89.08000603,90.91600139,93.69171719,93.01743403,94.20834716,96.3942257,100,100.6970763,102.3590717,104.6953954,110.4338314,
Palau,PLW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0598924,63.54126086,63.79955235,62.22482677,63.66886648,70.61146858,71.61735264,72.57591276,76.79198758,77.7483821,76.92715041,76.36108185,81.01174187,87.29438462,89.75899095,96.86272844,103.1109575,102.9189189,102.5350364,100,98.92701343,103.5530168,,
Papua New Guinea,PNG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.037697053,4.265881968,4.411499109,4.726152213,5.658976794,6.163759046,6.303634001,7.54658855,8.107890612,7.94326207,9.222114717,9.876083928,9.747339065,10.10592432,11.9916858,12.88366251,13.09239567,13.27004234,14.32787703,15.46325196,15.07038436,15.69403177,16.79180651,17.27473573,16.84359245,18.06527311,20.92885931,21.30806474,23.10355932,26.46370725,29.39294701,33.24413381,35.54260463,39.9109441,42.12174597,41.28252414,46.3117178,74.33692313,76.41482738,85.32895423,81.16549006,89.21480248,97.09529607,96.53727048,100,105.4373927,104.1393335,106.7614015,114.981533,126.2469702,127.5904183,129.6734865,145.1235722,167.5384918,
Poland,POL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,8.535997184,13.25264734,18.37154426,24.00109917,32.93767679,42.13968893,49.70475012,56.49767234,62.72470386,66.59137421,70.66900567,72.87371476,74.22203905,74.79802858,78.4755694,80.48391264,81.87501675,84.91838236,88.22539159,91.56520932,92.99669473,95.89453114,98.02746307,98.24279523,98.7000776,100,100.0872764,101.8509206,103.1033212,106.2299672,110.7500937,116.5766119,129.1099543,
Pre-demographic dividend,PRE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,155.1999984,161.5999989,170.3999982,178.1999984,185.399999,197.6999984,212.3000017,218.6000021,227.9999982,240.2000013,254.2000021,276.1000001,301.7000026,321.9999995,339.8000021,355.8000018,365.3999994,377.5845118,389.6973075,404.1769475,413.4496305,462.4485327,476.8921761,489.1787324,498.406555,514.2472338,528.5133903,549.1864704,556.5030085,591.8973932,600.6147264,620.4054136,654.5581796,671.2479616,700.9001583,691.8432803,737.4366002,777.9429886,807.3685575,860.3469345,903.2141987,925.7412513,947.6797114,958.8550173,970.1888293,981.8364785,1001.254286,1023.490808,1044.90404,1066.274833,1092.006773,1118.277436,1148.419382,1184.883272,
"Korea, Dem. People's Rep.",PRK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.878257077,1.940479281,2.037827141,2.196871527,2.404833465,2.858511329,3.32245857,3.86315983,4.883035992,5.974310125,7.135561642,8.627110511,10.1462516,12.2455444,15.25859255,19.02376028,23.15849134,27.89466423,30.71112844,34.14014546,37.72957371,42.68899497,46.99468609,52.37371281,56.2370231,60.32974423,62.39822023,63.89015264,66.37241773,68.91118485,71.23385534,73.67024462,76.40781825,79.60913903,82.3374666,84.31324853,87.12332751,89.89780704,92.56448659,94.17300215,95.20714966,95.81865649,95.56461882,95.19364044,97.3342169,98.02003026,100,101.7166625,103.2545273,105.1265286,106.965667,109.1086975,111.1824111,116.7397649,
Paraguay,PRY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.309031489,0.312938732,0.33140456,0.359650667,0.433886489,0.536229572,0.568809233,0.594636056,0.65676624,0.717302767,0.855894746,0.997416468,1.155269328,1.218515903,1.41235523,1.819707938,2.295221827,2.91256185,3.727178263,4.742294693,6.233979676,8.516085738,10.6553126,12.15589181,13.64134604,15.35652301,17.0574771,19.00568802,19.65396999,22.84942571,25.2897736,28.99839383,33.03949536,38.96988132,44.87160666,50.18216366,56.68217105,61.70184927,69.49818991,77.9941734,80.83937348,84.60301331,88.91413797,93.18048361,97.22235117,100,101.6038881,105.8049593,108.0895099,110.2083325,113.5827788,116.0860541,125.8931502,135.4213814,
West Bank and Gaza,PSE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,56.21752967,60.59390853,62.17881603,59.79494301,56.58263056,54.86854967,60.59811276,62.01895019,62.94170645,61.60380858,58.61283011,58.64578208,61.80862129,64.75703723,75.77114428,77.17498163,87.35923627,92.09395376,94.73496341,100.1712075,103.8497227,100,101.2780225,104.544659,104.2289417,108.2412029,110.6451337,120.5522677,122.4140913,
Pacific island small states,PSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
